00-17-0D-00-00-30-3F-17,-2.547,-5.141,2017-03-30 23:05:52,1490907952705
00-17-0D-00-00-30-4D-94,2.955,19.151,2017-03-30 23:05:53,1490907953706
00-17-0D-00-00-30-3F-17,-0.053,4.676,2017-03-30 23:05:54,1490907954709
00-17-0D-00-00-30-4D-94,3.636,15.148,2017-03-30 23:05:55,1490907955711
00-17-0D-00-00-58-2F-F2,9.105,36.029,2017-03-30 23:05:56,1490907956712
00-17-0D-00-00-58-2F-F2,28.160,5.018,2017-03-30 23:05:57,1490907957714
00-17-0D-00-00-30-4D-94,35.731,-2.480,2017-03-30 23:05:58,1490907958715
00-17-0D-00-00-58-2F-F2,-3.057,27.970,2017-03-30 23:05:59,1490907959716
00-17-0D-00-00-58-2F-F2,21.875,4.133,2017-03-30 23:06:00,1490907960718
00-17-0D-00-00-30-4D-94,14.761,0.755,2017-03-30 23:06:01,1490907961720
00-17-0D-00-00-30-4D-94,9.545,2.106,2017-03-30 23:06:02,1490907962722
00-17-0D-00-00-58-2F-F2,20.960,-5.653,2017-03-30 23:06:03,1490907963723
00-17-0D-00-00-58-2F-F2,24.533,20.904,2017-03-30 23:06:04,1490907964724
00-17-0D-00-00-30-3F-17,8.074,31.735,2017-03-30 23:06:05,1490907965726
00-17-0D-00-00-58-2F-F2,4.274,33.310,2017-03-30 23:06:06,1490907966727
00-17-0D-00-00-30-4D-94,27.212,7.323,2017-03-30 23:06:07,1490907967731
00-17-0D-00-00-58-2F-F2,22.675,-7.315,2017-03-30 23:06:08,1490907968733
00-17-0D-00-00-30-4D-94,28.585,19.616,2017-03-30 23:06:09,1490907969736
00-17-0D-00-00-58-2F-F2,32.353,1.602,2017-03-30 23:06:10,1490907970738
00-17-0D-00-00-30-4D-94,28.074,-6.378,2017-03-30 23:06:11,1490907971741
00-17-0D-00-00-30-3F-17,32.845,28.850,2017-03-30 23:06:12,1490907972743
00-17-0D-00-00-58-2F-F2,14.992,1.536,2017-03-30 23:06:13,1490907973744
00-17-0D-00-00-58-2F-F2,-5.879,10.094,2017-03-30 23:06:14,1490907974745
00-17-0D-00-00-58-2F-F2,6.588,26.034,2017-03-30 23:06:15,1490907975747
00-17-0D-00-00-58-2F-F2,11.454,9.097,2017-03-30 23:06:16,1490907976748
00-17-0D-00-00-30-4D-94,-3.418,26.179,2017-03-30 23:06:17,1490907977751
00-17-0D-00-00-58-2F-F2,12.865,28.031,2017-03-30 23:06:18,1490907978752
00-17-0D-00-00-58-2F-F2,27.492,8.123,2017-03-30 23:06:19,1490907979755
00-17-0D-00-00-58-2F-F2,18.980,3.993,2017-03-30 23:06:20,1490907980759
00-17-0D-00-00-30-4D-94,-2.979,20.575,2017-03-30 23:06:21,1490907981762
00-17-0D-00-00-58-2F-F2,12.359,-3.143,2017-03-30 23:06:22,1490907982766
00-17-0D-00-00-58-2F-F2,-7.045,-4.657,2017-03-30 23:06:23,1490907983769
00-17-0D-00-00-58-2F-F2,1.071,-2.942,2017-03-30 23:06:24,1490907984771
00-17-0D-00-00-30-3F-17,10.203,4.960,2017-03-30 23:06:25,1490907985774
00-17-0D-00-00-58-2F-F2,26.457,0.286,2017-03-30 23:06:26,1490907986776
00-17-0D-00-00-58-2F-F2,30.180,-3.998,2017-03-30 23:06:27,1490907987777
00-17-0D-00-00-30-4D-94,18.535,32.724,2017-03-30 23:06:28,1490907988779
00-17-0D-00-00-30-3F-17,7.531,24.194,2017-03-30 23:06:29,1490907989780
00-17-0D-00-00-58-2F-F2,10.751,17.942,2017-03-30 23:06:30,1490907990783
00-17-0D-00-00-58-2F-F2,5.262,23.821,2017-03-30 23:06:31,1490907991785
00-17-0D-00-00-30-3F-17,19.326,26.861,2017-03-30 23:06:32,1490907992787
00-17-0D-00-00-30-3F-17,30.765,30.194,2017-03-30 23:06:33,1490907993790
00-17-0D-00-00-30-3F-17,9.425,5.972,2017-03-30 23:06:34,1490907994793
00-17-0D-00-00-30-4D-94,25.298,-4.471,2017-03-30 23:06:35,1490907995795
00-17-0D-00-00-30-3F-17,2.402,-2.431,2017-03-30 23:06:36,1490907996798
00-17-0D-00-00-58-2F-F2,15.319,28.206,2017-03-30 23:06:37,1490907997802
00-17-0D-00-00-30-4D-94,24.641,5.606,2017-03-30 23:06:38,1490907998804
00-17-0D-00-00-30-4D-94,3.032,30.688,2017-03-30 23:06:39,1490907999805
00-17-0D-00-00-30-4D-94,-1.609,34.113,2017-03-30 23:06:40,1490908000807
00-17-0D-00-00-30-3F-17,-5.950,-7.507,2017-03-30 23:06:41,1490908001808
00-17-0D-00-00-58-2F-F2,7.694,17.544,2017-03-30 23:06:42,1490908002809
00-17-0D-00-00-30-4D-94,27.170,18.862,2017-03-30 23:06:43,1490908003812
00-17-0D-00-00-30-4D-94,22.913,-6.207,2017-03-30 23:06:44,1490908004813
00-17-0D-00-00-30-4D-94,15.180,-2.214,2017-03-30 23:06:45,1490908005815
00-17-0D-00-00-58-2F-F2,6.810,-6.149,2017-03-30 23:06:46,1490908006817
00-17-0D-00-00-30-3F-17,-2.538,16.275,2017-03-30 23:06:47,1490908007822
00-17-0D-00-00-58-2F-F2,13.702,-5.253,2017-03-30 23:06:48,1490908008823
00-17-0D-00-00-58-2F-F2,27.273,35.314,2017-03-30 23:06:49,1490908009827
00-17-0D-00-00-30-3F-17,7.455,26.667,2017-03-30 23:06:50,1490908010829
00-17-0D-00-00-58-2F-F2,-7.263,6.261,2017-03-30 23:06:51,1490908011830
00-17-0D-00-00-58-2F-F2,-1.115,8.819,2017-03-30 23:06:52,1490908012831
00-17-0D-00-00-30-4D-94,29.177,15.365,2017-03-30 23:06:53,1490908013833
00-17-0D-00-00-58-2F-F2,4.177,22.298,2017-03-30 23:06:54,1490908014835
00-17-0D-00-00-58-2F-F2,10.589,15.967,2017-03-30 23:06:55,1490908015837
00-17-0D-00-00-30-3F-17,17.827,5.537,2017-03-30 23:06:56,1490908016839
00-17-0D-00-00-30-3F-17,-1.417,11.294,2017-03-30 23:06:57,1490908017841
00-17-0D-00-00-30-4D-94,-3.600,30.336,2017-03-30 23:06:58,1490908018843
00-17-0D-00-00-30-4D-94,26.220,15.193,2017-03-30 23:06:59,1490908019845
00-17-0D-00-00-58-2F-F2,-7.298,-6.638,2017-03-30 23:07:00,1490908020847
00-17-0D-00-00-58-2F-F2,-0.507,12.671,2017-03-30 23:07:01,1490908021849
00-17-0D-00-00-30-4D-94,15.005,32.529,2017-03-30 23:07:02,1490908022851
00-17-0D-00-00-58-2F-F2,36.048,23.967,2017-03-30 23:07:03,1490908023853
00-17-0D-00-00-30-3F-17,32.870,1.197,2017-03-30 23:07:04,1490908024855
00-17-0D-00-00-58-2F-F2,13.490,33.073,2017-03-30 23:07:05,1490908025857
00-17-0D-00-00-58-2F-F2,35.335,28.993,2017-03-30 23:07:06,1490908026859
00-17-0D-00-00-58-2F-F2,29.011,20.456,2017-03-30 23:07:07,1490908027861
00-17-0D-00-00-58-2F-F2,16.590,15.815,2017-03-30 23:07:08,1490908028863
00-17-0D-00-00-30-4D-94,18.852,10.378,2017-03-30 23:07:09,1490908029865
00-17-0D-00-00-58-2F-F2,31.160,-6.428,2017-03-30 23:07:10,1490908030867
00-17-0D-00-00-58-2F-F2,-2.577,18.009,2017-03-30 23:07:11,1490908031869
00-17-0D-00-00-58-2F-F2,-1.168,36.159,2017-03-30 23:07:12,1490908032871
00-17-0D-00-00-58-2F-F2,-3.034,-0.058,2017-03-30 23:07:13,1490908033872
00-17-0D-00-00-58-2F-F2,17.203,7.577,2017-03-30 23:07:14,1490908034874
00-17-0D-00-00-58-2F-F2,18.601,11.926,2017-03-30 23:07:15,1490908035876
00-17-0D-00-00-30-3F-17,-1.437,-7.377,2017-03-30 23:07:16,1490908036878
00-17-0D-00-00-30-3F-17,9.114,1.487,2017-03-30 23:07:17,1490908037881
00-17-0D-00-00-58-2F-F2,7.056,22.289,2017-03-30 23:07:18,1490908038884
00-17-0D-00-00-30-3F-17,11.660,22.888,2017-03-30 23:07:19,1490908039886
00-17-0D-00-00-58-2F-F2,33.458,-1.305,2017-03-30 23:07:20,1490908040889
00-17-0D-00-00-58-2F-F2,17.028,-4.687,2017-03-30 23:07:21,1490908041892
00-17-0D-00-00-58-2F-F2,8.885,13.159,2017-03-30 23:07:22,1490908042894
00-17-0D-00-00-30-4D-94,26.201,34.830,2017-03-30 23:07:23,1490908043896
00-17-0D-00-00-30-3F-17,-4.045,35.408,2017-03-30 23:07:24,1490908044898
00-17-0D-00-00-30-4D-94,-3.282,4.992,2017-03-30 23:07:25,1490908045900
00-17-0D-00-00-30-4D-94,10.510,22.599,2017-03-30 23:07:26,1490908046902
00-17-0D-00-00-30-3F-17,26.189,16.581,2017-03-30 23:07:27,1490908047904
00-17-0D-00-00-58-2F-F2,24.605,30.687,2017-03-30 23:07:28,1490908048907
00-17-0D-00-00-30-3F-17,5.992,14.316,2017-03-30 23:07:29,1490908049909
00-17-0D-00-00-58-2F-F2,11.512,21.375,2017-03-30 23:07:30,1490908050911
00-17-0D-00-00-30-3F-17,19.665,-3.725,2017-03-30 23:07:31,1490908051912
00-17-0D-00-00-30-4D-94,3.790,11.810,2017-03-30 23:07:32,1490908052914
00-17-0D-00-00-30-4D-94,2.655,-7.404,2017-03-30 23:07:33,1490908053916
00-17-0D-00-00-30-4D-94,14.746,13.935,2017-03-30 23:07:34,1490908054917
00-17-0D-00-00-58-2F-F2,24.620,6.683,2017-03-30 23:07:35,1490908055919
00-17-0D-00-00-30-4D-94,35.162,31.990,2017-03-30 23:07:36,1490908056921
00-17-0D-00-00-30-4D-94,19.236,34.183,2017-03-30 23:07:37,1490908057924
00-17-0D-00-00-58-2F-F2,-6.594,6.748,2017-03-30 23:07:38,1490908058926
00-17-0D-00-00-30-3F-17,-4.572,31.439,2017-03-30 23:07:39,1490908059928
00-17-0D-00-00-58-2F-F2,-1.607,15.709,2017-03-30 23:07:40,1490908060929
00-17-0D-00-00-30-3F-17,35.248,6.965,2017-03-30 23:07:41,1490908061194
00-17-0D-00-00-58-2F-F2,-3.380,27.414,2017-03-30 23:07:41,1490908061930
00-17-0D-00-00-58-2F-F2,9.751,-5.514,2017-03-30 23:07:42,1490908062932
00-17-0D-00-00-30-3F-17,0.158,-7.037,2017-03-30 23:07:43,1490908063933
00-17-0D-00-00-30-4D-94,20.845,32.166,2017-03-30 23:07:44,1490908064935
00-17-0D-00-00-30-4D-94,-4.281,22.135,2017-03-30 23:07:45,1490908065937
00-17-0D-00-00-58-2F-F2,-5.616,-2.295,2017-03-30 23:07:46,1490908066938
00-17-0D-00-00-30-3F-17,15.696,2.081,2017-03-30 23:07:47,1490908067945
00-17-0D-00-00-30-4D-94,6.583,18.725,2017-03-30 23:07:48,1490908068947
00-17-0D-00-00-30-4D-94,24.271,8.810,2017-03-30 23:07:49,1490908069949
00-17-0D-00-00-30-4D-94,-3.516,11.388,2017-03-30 23:07:50,1490908070951
00-17-0D-00-00-30-3F-17,-0.874,11.545,2017-03-30 23:07:51,1490908071953
00-17-0D-00-00-30-3F-17,28.263,35.714,2017-03-30 23:07:52,1490908072955
